#stayhome,33388,2020-04-05
#covidiots,2457,2020-04-29
#socialdistancing,11456,2020-04-29
#socialdistancingnow,58,2020-04-29
#shutdown,402,2020-04-29
#shutitdown,13,2020-04-29
#shutdownnow,0,2020-04-29
#flattenthecurve,3403,2020-04-29
#coronavirustruth,688,2020-04-29
#stayhome,29881,2020-03-27
#staysafe,11401,2020-03-27
#stayathomesavelives,1736,2020-03-27
#staythefhome,469,2020-03-27
#trump,10614,2020-03-27
#china,9282,2020-03-27
#covidiots,1316,2020-03-27
#socialdistancing,17323,2020-03-27
#socialdistancingnow,398,2020-03-27
#shutdown,369,2020-03-27
#shutitdown,167,2020-03-27
#shutdownnow,0,2020-03-27
#flattenthecurve,6428,2020-03-27
#coronavirustruth,170,2020-03-27
#stayhome,32537,2020-04-15
#staysafe,9686,2020-04-15
#stayathomesavelives,1034,2020-04-15
#staythefhome,222,2020-04-15
#trump,12910,2020-04-15
#china,10645,2020-04-15
#covidiots,1034,2020-04-15
#socialdistancing,11899,2020-04-15
#socialdistancingnow,207,2020-04-15
#shutdown,366,2020-04-15
#shutitdown,71,2020-04-15
#shutdownnow,0,2020-04-15
#flattenthecurve,4122,2020-04-15
#coronavirustruth,849,2020-04-15
#stayhome,27979,2020-04-24
#staysafe,12568,2020-04-24
#stayathomesavelives,2043,2020-04-24
#staythefhome,111,2020-04-24
#trump,33253,2020-04-24
#china,6930,2020-04-24
#covidiots,8311,2020-04-24
#socialdistancing,10639,2020-04-24
#socialdistancingnow,61,2020-04-24
#shutdown,424,2020-04-24
#shutitdown,4,2020-04-24
#shutdownnow,4,2020-04-24
#flattenthecurve,2950,2020-04-24
#coronavirustruth,539,2020-04-24
#stayhome,8206,2020-03-16
#staysafe,3939,2020-03-16
#stayathomesavelives,3,2020-03-16
#staythefhome,9398,2020-03-16
#trump,7425,2020-03-16
#china,6406,2020-03-16
#covidiots,3,2020-03-16
#socialdistancing,18473,2020-03-16
#socialdistancingnow,3894,2020-03-16
#shutdown,456,2020-03-16
#shutitdown,2883,2020-03-16
#shutdownnow,12,2020-03-16
#flattenthecurve,8503,2020-03-16
#coronavirustruth,114,2020-03-16
#stayhome,7700,2020-03-17
#staysafe,4937,2020-03-17
#stayathomesavelives,17,2020-03-17
#staythefhome,2804,2020-03-17
#trump,7048,2020-03-17
#china,7144,2020-03-17
#covidiots,4,2020-03-17
#socialdistancing,18063,2020-03-17
#socialdistancingnow,1535,2020-03-17
#shutdown,381,2020-03-17
#shutitdown,358,2020-03-17
#shutdownnow,2,2020-03-17
#flattenthecurve,7549,2020-03-17
#coronavirustruth,117,2020-03-17
#stayhome,30607,2020-04-25
#staysafe,14453,2020-04-25
#stayathomesavelives,2113,2020-04-25
#staythefhome,153,2020-04-25
#trump,15226,2020-04-25
#china,8401,2020-04-25
#covidiots,5803,2020-04-25
#socialdistancing,13727,2020-04-25
#socialdistancingnow,64,2020-04-25
#shutdown,377,2020-04-25
#shutitdown,5,2020-04-25
#shutdownnow,0,2020-04-25
#flattenthecurve,3217,2020-04-25
#coronavirustruth,537,2020-04-25
#stayhome,34914,2020-04-14
#staysafe,11502,2020-04-14
#stayathomesavelives,2247,2020-04-14
#staythefhome,247,2020-04-14
#trump,13875,2020-04-14
#china,9191,2020-04-14
#covidiots,611,2020-04-14
#socialdistancing,11800,2020-04-14
#socialdistancingnow,164,2020-04-14
#shutdown,349,2020-04-14
#shutitdown,54,2020-04-14
#shutdownnow,0,2020-04-14
#flattenthecurve,4099,2020-04-14
#coronavirustruth,690,2020-04-14
#stayhome,36565,2020-03-26
#staysafe,12815,2020-03-26
#stayathomesavelives,2299,2020-03-26
#staythefhome,532,2020-03-26
#trump,8051,2020-03-26
#china,9124,2020-03-26
#covidiots,1929,2020-03-26
#socialdistancing,18540,2020-03-26
#socialdistancingnow,845,2020-03-26
#shutdown,368,2020-03-26
#shutitdown,128,2020-03-26
#shutdownnow,7,2020-03-26
#flattenthecurve,6454,2020-03-26
#coronavirustruth,118,2020-03-26
#stayhome,28267,2020-04-28
#staysafe,11816,2020-04-28
#stayathomesavelives,1176,2020-04-28
#staythefhome,121,2020-04-28
#trump,9676,2020-04-28
#china,8444,2020-04-28
#covidiots,2291,2020-04-28
#socialdistancing,11786,2020-04-28
#socialdistancingnow,35,2020-04-28
#shutdown,413,2020-04-28
#shutitdown,15,2020-04-28
#shutdownnow,0,2020-04-28
#flattenthecurve,3639,2020-04-28
#coronavirustruth,706,2020-04-28
#stayhome,24438,2020-04-22
#staysafe,12714,2020-04-22
#stayathomesavelives,1504,2020-04-22
#staythefhome,198,2020-04-22
#trump,10337,2020-04-22
#china,7948,2020-04-22
#covidiots,4993,2020-04-22
#socialdistancing,11504,2020-04-22
#socialdistancingnow,46,2020-04-22
#shutdown,421,2020-04-22
#shutitdown,42,2020-04-22
#shutdownnow,0,2020-04-22
#flattenthecurve,3936,2020-04-22
#coronavirustruth,345,2020-04-22
#stayhome,30558,2020-04-13
#staysafe,14282,2020-04-13
#stayathomesavelives,1803,2020-04-13
#staythefhome,810,2020-04-13
#trump,18317,2020-04-13
#china,14329,2020-04-13
#covidiots,1453,2020-04-13
#socialdistancing,13869,2020-04-13
#socialdistancingnow,278,2020-04-13
#shutdown,476,2020-04-13
#shutitdown,23,2020-04-13
#shutdownnow,0,2020-04-13
#flattenthecurve,3232,2020-04-13
#coronavirustruth,1342,2020-04-13
#stayhome,12523,2020-03-21
#staysafe,6973,2020-03-21
#stayathomesavelives,48,2020-03-21
#staythefhome,762,2020-03-21
#trump,6917,2020-03-21
#china,7062,2020-03-21
#covidiots,131,2020-03-21
#socialdistancing,25033,2020-03-21
#socialdistancingnow,620,2020-03-21
#shutdown,368,2020-03-21
#shutitdown,146,2020-03-21
#shutdownnow,11,2020-03-21
#flattenthecurve,6759,2020-03-21
#coronavirustruth,115,2020-03-21
#stayhome,29738,2020-04-19
#staysafe,12186,2020-04-19
#stayathomesavelives,3069,2020-04-19
#staythefhome,220,2020-04-19
#trump,12679,2020-04-19
#china,12363,2020-04-19
#covidiots,13200,2020-04-19
#socialdistancing,13001,2020-04-19
#socialdistancingnow,85,2020-04-19
#shutdown,327,2020-04-19
#shutitdown,21,2020-04-19
#shutdownnow,0,2020-04-19
#flattenthecurve,3697,2020-04-19
#coronavirustruth,692,2020-04-19
#stayhome,9253,2020-03-19
#staysafe,5503,2020-03-19
#stayathomesavelives,19,2020-03-19
#staythefhome,962,2020-03-19
#trump,7055,2020-03-19
#china,9637,2020-03-19
#covidiots,10,2020-03-19
#socialdistancing,20999,2020-03-19
#socialdistancingnow,1003,2020-03-19
#shutdown,359,2020-03-19
#shutitdown,181,2020-03-19
#shutdownnow,4,2020-03-19
#flattenthecurve,6860,2020-03-19
#coronavirustruth,76,2020-03-19
#stayhome,25877,2020-04-21
#staysafe,14346,2020-04-21
#stayathomesavelives,2251,2020-04-21
#staythefhome,207,2020-04-21
#trump,12078,2020-04-21
#china,7548,2020-04-21
#covidiots,6857,2020-04-21
#socialdistancing,11912,2020-04-21
#socialdistancingnow,97,2020-04-21
#shutdown,402,2020-04-21
#shutitdown,33,2020-04-21
#shutdownnow,0,2020-04-21
#flattenthecurve,3846,2020-04-21
#coronavirustruth,602,2020-04-21
#stayhome,1074,2020-03-13
#staysafe,2130,2020-03-13
#stayathomesavelives,0,2020-03-13
#staythefhome,3,2020-03-13
#trump,12339,2020-03-13
#china,7008,2020-03-13
#covidiots,0,2020-03-13
#socialdistancing,5025,2020-03-13
#socialdistancingnow,331,2020-03-13
#shutdown,225,2020-03-13
#shutitdown,64,2020-03-13
#shutdownnow,0,2020-03-13
#flattenthecurve,4785,2020-03-13
#coronavirustruth,184,2020-03-13
#stayhome,16031,2020-03-22
#staysafe,6846,2020-03-22
#stayathomesavelives,221,2020-03-22
#staythefhome,767,2020-03-22
#trump,7963,2020-03-22
#china,6647,2020-03-22
#covidiots,6577,2020-03-22
#socialdistancing,28546,2020-03-22
#socialdistancingnow,553,2020-03-22
#shutdown,513,2020-03-22
#shutitdown,209,2020-03-22
#shutdownnow,19,2020-03-22
#flattenthecurve,5034,2020-03-22
#coronavirustruth,134,2020-03-22
#stayhome,24304,2020-03-28
#staysafe,10088,2020-03-28
#stayathomesavelives,1158,2020-03-28
#staythefhome,855,2020-03-28
#trump,9872,2020-03-28
#china,8737,2020-03-28
#covidiots,2345,2020-03-28
#socialdistancing,19453,2020-03-28
#socialdistancingnow,987,2020-03-28
#shutdown,347,2020-03-28
#shutitdown,77,2020-03-28
#shutdownnow,0,2020-03-28
#flattenthecurve,5549,2020-03-28
#coronavirustruth,295,2020-03-28
#stayhome,37792,2020-04-10
#staysafe,13615,2020-04-10
#stayathomesavelives,1408,2020-04-10
#staythefhome,594,2020-04-10
#trump,9339,2020-04-10
#china,9236,2020-04-10
#covidiots,1726,2020-04-10
#socialdistancing,18121,2020-04-10
#socialdistancingnow,318,2020-04-10
#shutdown,297,2020-04-10
#shutitdown,45,2020-04-10
#shutdownnow,0,2020-04-10
#flattenthecurve,5398,2020-04-10
#coronavirustruth,995,2020-04-10
#stayhome,31159,2020-04-26
#staysafe,12297,2020-04-26
#stayathomesavelives,2459,2020-04-26
#staythefhome,216,2020-04-26
#trump,13479,2020-04-26
#china,8967,2020-04-26
#covidiots,4016,2020-04-26
#socialdistancing,13358,2020-04-26
#socialdistancingnow,31,2020-04-26
#shutdown,362,2020-04-26
#shutitdown,12,2020-04-26
#shutdownnow,0,2020-04-26
#flattenthecurve,2948,2020-04-26
#coronavirustruth,1874,2020-04-26
#stayhome,3487,2020-03-14
#staysafe,3080,2020-03-14
#stayathomesavelives,0,2020-03-14
#staythefhome,76,2020-03-14
#trump,10026,2020-03-14
#china,7742,2020-03-14
#covidiots,0,2020-03-14
#socialdistancing,10549,2020-03-14
#socialdistancingnow,1628,2020-03-14
#shutdown,325,2020-03-14
#shutitdown,72,2020-03-14
#shutdownnow,4,2020-03-14
#flattenthecurve,7714,2020-03-14
#coronavirustruth,185,2020-03-14
#stayhome,35833,2020-03-25
#staysafe,12793,2020-03-25
#stayathomesavelives,6440,2020-03-25
#staythefhome,543,2020-03-25
#trump,7943,2020-03-25
#china,7099,2020-03-25
#covidiots,2615,2020-03-25
#socialdistancing,21055,2020-03-25
#socialdistancingnow,280,2020-03-25
#shutdown,393,2020-03-25
#shutitdown,131,2020-03-25
#shutdownnow,5,2020-03-25
#flattenthecurve,6043,2020-03-25
#coronavirustruth,120,2020-03-25
#stayhome,32800,2020-04-17
#staysafe,12317,2020-04-17
#stayathomesavelives,1168,2020-04-17
#staythefhome,191,2020-04-17
#trump,10214,2020-04-17
#china,11804,2020-04-17
#covidiots,3964,2020-04-17
#socialdistancing,13326,2020-04-17
#socialdistancingnow,95,2020-04-17
#shutdown,353,2020-04-17
#shutitdown,7,2020-04-17
#shutdownnow,0,2020-04-17
#flattenthecurve,4548,2020-04-17
#coronavirustruth,541,2020-04-17
