#stayhome,33388,2020-04-05
#staysafe,13090,2020-04-05
#stayathomesavelives,1846,2020-04-05
#staythefhome,927,2020-04-05
#trump,10344,2020-04-05
#china,8771,2020-04-05
#covidiots,4886,2020-04-05
#socialdistancing,18763,2020-04-05
#socialdistancingnow,1005,2020-04-05
#shutdown,391,2020-04-05
#shutitdown,58,2020-04-05
#shutdownnow,0,2020-04-05
#flattenthecurve,4381,2020-04-05
#coronavirustruth,4045,2020-04-05
#stayhome,26826,2020-04-02
#staysafe,10510,2020-04-02
#stayathomesavelives,1191,2020-04-02
#staythefhome,433,2020-04-02
#trump,8958,2020-04-02
#china,8328,2020-04-02
#covidiots,1685,2020-04-02
#socialdistancing,17277,2020-04-02
#socialdistancingnow,366,2020-04-02
#shutdown,375,2020-04-02
#shutitdown,133,2020-04-02
#shutdownnow,0,2020-04-02
#flattenthecurve,5506,2020-04-02
#coronavirustruth,2976,2020-04-02
#stayhome,33401,2020-03-30
#staysafe,12794,2020-03-30
#stayathomesavelives,986,2020-03-30
#staythefhome,575,2020-03-30
#trump,10389,2020-03-30
#china,9037,2020-03-30
#covidiots,1825,2020-03-30
#socialdistancing,21252,2020-03-30
#socialdistancingnow,811,2020-03-30
#shutdown,397,2020-03-30
#shutitdown,241,2020-03-30
#shutdownnow,0,2020-03-30
#flattenthecurve,5939,2020-03-30
#coronavirustruth,33684,2020-03-30
#stayhome,31382,2020-04-08
#staysafe,11869,2020-04-08
#stayathomesavelives,1707,2020-04-08
#staythefhome,458,2020-04-08
#trump,9384,2020-04-08
#china,9311,2020-04-08
#covidiots,1116,2020-04-08
#socialdistancing,16177,2020-04-08
#socialdistancingnow,265,2020-04-08
#shutdown,259,2020-04-08
#shutitdown,56,2020-04-08
#shutdownnow,0,2020-04-08
#flattenthecurve,5746,2020-04-08
#coronavirustruth,2969,2020-04-08
#stayhome,19030,2020-04-30
#staysafe,15354,2020-04-30
#stayathomesavelives,1329,2020-04-30
#staythefhome,100,2020-04-30
#trump,9683,2020-04-30
#china,8747,2020-04-30
#covidiots,3238,2020-04-30
#socialdistancing,10519,2020-04-30
#socialdistancingnow,55,2020-04-30
#shutdown,438,2020-04-30
#shutitdown,10,2020-04-30
#shutdownnow,0,2020-04-30
#flattenthecurve,3162,2020-04-30
#coronavirustruth,428,2020-04-30
#stayhome,24630,2020-04-01
#staysafe,12897,2020-04-01
#stayathomesavelives,1085,2020-04-01
#staythefhome,538,2020-04-01
#trump,9783,2020-04-01
#china,9590,2020-04-01
#covidiots,1694,2020-04-01
#socialdistancing,19537,2020-04-01
#socialdistancingnow,415,2020-04-01
#shutdown,333,2020-04-01
#shutitdown,184,2020-04-01
#shutdownnow,0,2020-04-01
#flattenthecurve,5967,2020-04-01
#coronavirustruth,5739,2020-04-01
#stayhome,26705,2020-04-06
#staysafe,12185,2020-04-06
#stayathomesavelives,1669,2020-04-06
#staythefhome,609,2020-04-06
#trump,10491,2020-04-06
#china,7262,2020-04-06
#covidiots,2738,2020-04-06
#socialdistancing,17601,2020-04-06
#socialdistancingnow,640,2020-04-06
#shutdown,321,2020-04-06
#shutitdown,55,2020-04-06
#shutdownnow,0,2020-04-06
#flattenthecurve,5311,2020-04-06
#coronavirustruth,2949,2020-04-06
#stayhome,26063,2020-04-07
#staysafe,13829,2020-04-07
#stayathomesavelives,2317,2020-04-07
#staythefhome,759,2020-04-07
#trump,12317,2020-04-07
#china,10058,2020-04-07
#covidiots,1287,2020-04-07
#socialdistancing,17753,2020-04-07
#socialdistancingnow,436,2020-04-07
#shutdown,269,2020-04-07
#shutitdown,58,2020-04-07
#shutdownnow,4,2020-04-07
#flattenthecurve,4755,2020-04-07
#coronavirustruth,2317,2020-04-07
#stayhome,21294,2020-03-31
#staysafe,12914,2020-03-31
#stayathomesavelives,1046,2020-03-31
#staythefhome,465,2020-03-31
#trump,8893,2020-03-31
#china,8271,2020-03-31
#covidiots,1887,2020-03-31
#socialdistancing,20041,2020-03-31
#socialdistancingnow,462,2020-03-31
#shutdown,261,2020-03-31
#shutitdown,142,2020-03-31
#shutdownnow,0,2020-03-31
#flattenthecurve,6117,2020-03-31
#coronavirustruth,26164,2020-03-31
#stayhome,29741,2020-04-09
#staysafe,14957,2020-04-09
#stayathomesavelives,1362,2020-04-09
#staythefhome,393,2020-04-09
#trump,8286,2020-04-09
#china,8442,2020-04-09
#covidiots,1124,2020-04-09
#socialdistancing,16298,2020-04-09
#socialdistancingnow,352,2020-04-09
#shutdown,326,2020-04-09
#shutitdown,37,2020-04-09
#shutdownnow,0,2020-04-09
#flattenthecurve,5773,2020-04-09
#coronavirustruth,1529,2020-04-09
#stayhome,23294,2020-04-03
#staysafe,10016,2020-04-03
#stayathomesavelives,1133,2020-04-03
#staythefhome,485,2020-04-03
#trump,10369,2020-04-03
#china,7937,2020-04-03
#covidiots,1275,2020-04-03
#socialdistancing,17081,2020-04-03
#socialdistancingnow,945,2020-04-03
#shutdown,525,2020-04-03
#shutitdown,105,2020-04-03
#shutdownnow,0,2020-04-03
#flattenthecurve,5578,2020-04-03
#coronavirustruth,2032,2020-04-03
#stayhome,29340,2020-04-04
#staysafe,12459,2020-04-04
#stayathomesavelives,2336,2020-04-04
#staythefhome,514,2020-04-04
#trump,12645,2020-04-04
#china,9542,2020-04-04
#covidiots,2908,2020-04-04
#socialdistancing,17801,2020-04-04
#socialdistancingnow,742,2020-04-04
#shutdown,437,2020-04-04
#shutitdown,127,2020-04-04
#shutdownnow,0,2020-04-04
#flattenthecurve,5036,2020-04-04
#coronavirustruth,3137,2020-04-04
#stayhome,24871,2020-04-16
#staysafe,14107,2020-04-16
#stayathomesavelives,1230,2020-04-16
#staythefhome,177,2020-04-16
#trump,9831,2020-04-16
#china,8946,2020-04-16
#covidiots,2343,2020-04-16
#socialdistancing,11595,2020-04-16
#socialdistancingnow,97,2020-04-16
#shutdown,479,2020-04-16
#shutitdown,33,2020-04-16
#shutdownnow,0,2020-04-16
#flattenthecurve,4194,2020-04-16
#coronavirustruth,791,2020-04-16
#stayhome,33192,2020-03-24
#staysafe,13113,2020-03-24
#stayathomesavelives,18775,2020-03-24
#staythefhome,724,2020-03-24
#trump,10873,2020-03-24
#china,8094,2020-03-24
#covidiots,7574,2020-03-24
#socialdistancing,20760,2020-03-24
#socialdistancingnow,466,2020-03-24
#shutdown,522,2020-03-24
#shutitdown,131,2020-03-24
#shutdownnow,8,2020-03-24
#flattenthecurve,5866,2020-03-24
#coronavirustruth,111,2020-03-24
#stayhome,17104,2020-03-15
#staysafe,2678,2020-03-15
#stayathomesavelives,0,2020-03-15
#staythefhome,16035,2020-03-15
#trump,9566,2020-03-15
#china,6086,2020-03-15
#covidiots,0,2020-03-15
#socialdistancing,19553,2020-03-15
#socialdistancingnow,11294,2020-03-15
#shutdown,390,2020-03-15
#shutitdown,1494,2020-03-15
#shutdownnow,7,2020-03-15
#flattenthecurve,11727,2020-03-15
#coronavirustruth,176,2020-03-15
#stayhome,27206,2020-04-27
#staysafe,12003,2020-04-27
#stayathomesavelives,1296,2020-04-27
#staythefhome,81,2020-04-27
#trump,8668,2020-04-27
#china,7890,2020-04-27
#covidiots,1697,2020-04-27
#socialdistancing,11630,2020-04-27
#socialdistancingnow,68,2020-04-27
#shutdown,350,2020-04-27
#shutitdown,18,2020-04-27
#shutdownnow,4,2020-04-27
#flattenthecurve,3308,2020-04-27
#coronavirustruth,1528,2020-04-27
#stayhome,20460,2020-03-29
#staysafe,8216,2020-03-29
#stayathomesavelives,1015,2020-03-29
#staythefhome,987,2020-03-29
#trump,10535,2020-03-29
#china,10631,2020-03-29
#covidiots,2041,2020-03-29
#socialdistancing,19620,2020-03-29
#socialdistancingnow,590,2020-03-29
#shutdown,281,2020-03-29
#shutitdown,111,2020-03-29
#shutdownnow,3,2020-03-29
#flattenthecurve,5152,2020-03-29
#coronavirustruth,440,2020-03-29
#stayhome,40688,2020-04-11
#staysafe,15084,2020-04-11
#stayathomesavelives,1604,2020-04-11
#staythefhome,651,2020-04-11
#trump,9630,2020-04-11
#china,9891,2020-04-11
#covidiots,2035,2020-04-11
#socialdistancing,20979,2020-04-11
#socialdistancingnow,294,2020-04-11
#shutdown,311,2020-04-11
#shutitdown,39,2020-04-11
#shutdownnow,0,2020-04-11
#flattenthecurve,4948,2020-04-11
#coronavirustruth,1734,2020-04-11
#stayhome,29147,2020-03-23
#staysafe,12032,2020-03-23
#stayathomesavelives,11545,2020-03-23
#staythefhome,684,2020-03-23
#trump,8409,2020-03-23
#china,6323,2020-03-23
#covidiots,26146,2020-03-23
#socialdistancing,27141,2020-03-23
#socialdistancingnow,321,2020-03-23
#shutdown,632,2020-03-23
#shutitdown,145,2020-03-23
#shutdownnow,12,2020-03-23
#flattenthecurve,5297,2020-03-23
#coronavirustruth,106,2020-03-23
#stayhome,576,2020-03-12
#staysafe,1378,2020-03-12
#stayathomesavelives,0,2020-03-12
#staythefhome,7,2020-03-12
#trump,10585,2020-03-12
#china,6000,2020-03-12
#covidiots,3,2020-03-12
#socialdistancing,8607,2020-03-12
#socialdistancingnow,146,2020-03-12
#shutdown,138,2020-03-12
#shutitdown,172,2020-03-12
#shutdownnow,0,2020-03-12
#flattenthecurve,4247,2020-03-12
#coronavirustruth,434,2020-03-12
#stayhome,7457,2020-03-18
#staysafe,4706,2020-03-18
#stayathomesavelives,17,2020-03-18
#staythefhome,1585,2020-03-18
#trump,6670,2020-03-18
#china,9096,2020-03-18
#covidiots,5,2020-03-18
#socialdistancing,20592,2020-03-18
#socialdistancingnow,1135,2020-03-18
#shutdown,464,2020-03-18
#shutitdown,250,2020-03-18
#shutdownnow,0,2020-03-18
#flattenthecurve,6273,2020-03-18
#coronavirustruth,86,2020-03-18
#stayhome,33682,2020-04-20
#staysafe,12890,2020-04-20
#stayathomesavelives,2836,2020-04-20
#staythefhome,232,2020-04-20
#trump,12007,2020-04-20
#china,9231,2020-04-20
#covidiots,6597,2020-04-20
#socialdistancing,13144,2020-04-20
#socialdistancingnow,86,2020-04-20
#shutdown,438,2020-04-20
#shutitdown,17,2020-04-20
#shutdownnow,0,2020-04-20
#flattenthecurve,4196,2020-04-20
#coronavirustruth,658,2020-04-20
#stayhome,10022,2020-03-20
#staysafe,6048,2020-03-20
#stayathomesavelives,4,2020-03-20
#staythefhome,833,2020-03-20
#trump,7917,2020-03-20
#china,7869,2020-03-20
#covidiots,14,2020-03-20
#socialdistancing,20572,2020-03-20
#socialdistancingnow,493,2020-03-20
#shutdown,519,2020-03-20
#shutitdown,227,2020-03-20
#shutdownnow,0,2020-03-20
#flattenthecurve,6818,2020-03-20
#coronavirustruth,97,2020-03-20
#stayhome,40654,2020-04-18
#staysafe,12566,2020-04-18
#stayathomesavelives,2516,2020-04-18
#staythefhome,224,2020-04-18
#trump,11701,2020-04-18
#china,10841,2020-04-18
#covidiots,4910,2020-04-18
#socialdistancing,13171,2020-04-18
#socialdistancingnow,175,2020-04-18
#shutdown,376,2020-04-18
#shutitdown,19,2020-04-18
#shutdownnow,0,2020-04-18
#flattenthecurve,3952,2020-04-18
#coronavirustruth,713,2020-04-18
#stayhome,49214,2020-04-12
#staysafe,17588,2020-04-12
#stayathomesavelives,1642,2020-04-12
#staythefhome,463,2020-04-12
#trump,12584,2020-04-12
#china,14698,2020-04-12
#covidiots,1634,2020-04-12
#socialdistancing,21983,2020-04-12
#socialdistancingnow,319,2020-04-12
#shutdown,433,2020-04-12
#shutitdown,60,2020-04-12
#shutdownnow,0,2020-04-12
#flattenthecurve,3254,2020-04-12
#coronavirustruth,1391,2020-04-12
#stayhome,27721,2020-04-23
#staysafe,13127,2020-04-23
#stayathomesavelives,1672,2020-04-23
#staythefhome,193,2020-04-23
#trump,8686,2020-04-23
#china,7908,2020-04-23
#covidiots,5107,2020-04-23
#socialdistancing,12597,2020-04-23
#socialdistancingnow,35,2020-04-23
#shutdown,485,2020-04-23
#shutitdown,26,2020-04-23
#shutdownnow,0,2020-04-23
#flattenthecurve,3803,2020-04-23
#coronavirustruth,400,2020-04-23
#stayhome,25547,2020-04-29
#staysafe,11682,2020-04-29
#stayathomesavelives,755,2020-04-29
#staythefhome,208,2020-04-29
#trump,9107,2020-04-29
#china,7608,2020-04-29
